Week,Year,GID,Name,Pos,Team,h.a,Oppt,DK.points,DK.salary,first_name,last_name,plyr.nm,Team_fmt,Opp_fmt
2,2019,7026,LA Chargers,Def,lac,a,det,8,3200,,LA Chargers,LA Chargers,LAC,DET
2,2019,7023,Philadelphia,Def,phi,a,atl,7,3300,,Philadelphia,Philadelphia,PHI,ATL
2,2019,7027,San Francisco,Def,sfo,a,cin,7,2800,,San Francisco,San Francisco,SF,CIN
2,2019,7024,Pittsburgh,Def,pit,h,sea,7,2400,,Pittsburgh,Pittsburgh,PIT,SEA
2,2019,7004,Buffalo,Def,buf,a,nyg,6,3400,,Buffalo,Buffalo,BUF,NYG
2,2019,7005,Carolina,Def,car,h,tam,6,3100,,Carolina,Carolina,CAR,TB
2,2019,7017,Minnesota,Def,min,a,gnb,6,3000,,Minnesota,Minnesota,MIN,GB
2,2019,7019,New Orleans,Def,nor,a,lar,5,2600,,New Orleans,New Orleans,NO,LA
2,2019,7021,New York J,Def,nyj,h,cle,5,2600,,New York J,New York J,NYJ,CLE
2,2019,7006,Chicago,Def,chi,a,den,5,3900,,Chicago,Chicago,CHI,DEN
2,2019,7013,Indianapolis,Def,ind,a,ten,5,2500,,Indianapolis,Indianapolis,IND,TEN
2,2019,7003,Baltimore,Def,bal,h,ari,4,3800,,Baltimore,Baltimore,BAL,ARI
2,2019,7022,Oakland,Def,oak,h,kan,3,2000,,Oakland,Oakland,OAK,KC
2,2019,7028,Seattle,Def,sea,a,pit,3,2900,,Seattle,Seattle,SEA,PIT
2,2019,7016,Miami,Def,mia,h,nwe,3,2100,,Miami,Miami,MIA,NE
2,2019,7001,Arizona,Def,ari,a,bal,2,2200,,Arizona,Arizona,ARI,BAL
2,2019,7031,Washington,Def,was,h,dal,2,2300,,Washington,Washington,WAS,DAL
2,2019,7020,New York G,Def,nyg,h,buf,2,2500,,New York G,New York G,NYG,BUF
2,2019,7010,Denver,Def,den,h,chi,1,2700,,Denver,Denver,DEN,CHI
2,2019,7009,Dallas,Def,dal,a,was,1,3300,,Dallas,Dallas,DAL,WAS
2,2019,7007,Cincinnati,Def,cin,h,sfo,-2,2600,,Cincinnati,Cincinnati,CIN,SF
3,2019,1412,"Wilson, Russell",QB,sea,h,nor,44.34,6300,Russell,Wilson,R.Wilson,SEA,NO
3,2019,1539,"Jones, Daniel",QB,nyg,a,tam,39.24,5000,Daniel,Jones,D.Jones,NYG,TB
3,2019,1523,"Mahomes II, Patrick",QB,kan,h,bal,30.86,7600,Patrick,Mahomes II,P.Mahomes,KC,BAL
3,2019,1518,"Watson, Deshaun",QB,hou,a,lac,29.84,6400,Deshaun,Watson,D.Watson,HOU,LAC
3,2019,1465,"Winston, Jameis",QB,tam,h,nyg,29.5,5400,Jameis,Winston,J.Winston,TB,NYG
3,2019,1301,"Ryan, Matt",QB,atl,a,ind,26.46,5700,Matt,Ryan,M.Ryan,ATL,IND
3,2019,1536,"Allen, Kyle",QB,car,a,ari,25.34,4000,Kyle,Allen,K.Allen,CAR,ARI
3,2019,1496,"Brissett, Jacoby",QB,ind,h,atl,23.8,5200,Jacoby,Brissett,J.Brissett,IND,ATL
3,2019,1231,"Rivers, Philip",QB,lac,h,hou,23.62,5800,Philip,Rivers,P.Rivers,LAC,HOU
3,2019,1501,"Prescott, Dak",QB,dal,h,mia,23.54,6500,Dak,Prescott,D.Prescott,DAL,MIA
3,2019,1131,"Brady, Tom",QB,nwe,h,nyj,23.14,6600,Tom,Brady,T.Brady,NE,NYJ
3,2019,1514,"Wentz, Carson",QB,phi,h,det,21.66,5600,Carson,Wentz,C.Wentz,PHI,DET
3,2019,1527,"Jackson, Lamar",QB,bal,a,kan,21.28,7000,Lamar,Jackson,L.Jackson,BAL,KC
3,2019,1519,"Trubisky, Mitchell",QB,chi,a,was,20.44,5100,Mitchell,Trubisky,M.Trubisky,CHI,WAS
3,2019,1537,"Murray, Kyler",QB,ari,h,car,19.82,5800,Kyler,Murray,K.Murray,ARI,CAR
3,2019,1435,"Keenum, Case",QB,was,h,chi,19.58,4700,Case,Keenum,C.Keenum,WAS,CHI
3,2019,1529,"Allen, Josh",QB,buf,h,cin,19.32,5900,Josh,Allen,J.Allen,BUF,CIN
3,2019,1466,"Mariota, Marcus",QB,ten,a,jac,18.56,5200,Marcus,Mariota,M.Mariota,TEN,JAX
3,2019,1403,"Dalton, Andy",QB,cin,a,buf,18.06,5300,Andy,Dalton,A.Dalton,CIN,BUF
3,2019,1540,"Minshew, Gardner",QB,jac,h,ten,17.96,4900,Gardner,Minshew,G.Minshew,JAX,TEN
3,2019,1490,"Goff, Jared",QB,lar,a,cle,17.16,6100,Jared,Goff,J.Goff,LA,CLE
3,2019,1441,"Carr, Derek",QB,oak,a,min,16.68,4900,Derek,Carr,D.Carr,OAK,MIN
3,2019,1439,"Bridgewater, Teddy",QB,nor,a,sea,16.28,4700,Teddy,Bridgewater,T.Bridgewater,NO,SEA
3,2019,1526,"Rudolph, Mason",QB,pit,a,sfo,15.46,4800,Mason,Rudolph,M.Rudolph,PIT,SF
3,2019,1252,"Rodgers, Aaron",QB,gnb,h,den,13.3,6100,Aaron,Rodgers,A.Rodgers,GB,DEN
3,2019,1415,"Cousins, Kirk",QB,min,h,oak,12.56,5100,Kirk,Cousins,K.Cousins,MIN,OAK
3,2019,1452,"Garoppolo, Jimmy",QB,sfo,h,pit,12.38,6200,Jimmy,Garoppolo,J.Garoppolo,SF,PIT
3,2019,1340,"Stafford, Matthew",QB,det,a,phi,12.14,5500,Matthew,Stafford,M.Stafford,DET,PHI
3,2019,1528,"Mayfield, Baker",QB,cle,h,lar,10.7,6000,Baker,Mayfield,B.Mayfield,CLE,LA
3,2019,1525,"Rosen, Josh",QB,mia,a,dal,9.3,4500,Josh,Rosen,J.Rosen,MIA,DAL
3,2019,1302,"Flacco, Joe",QB,den,a,gnb,7.02,4600,Joe,Flacco,J.Flacco,DEN,GB
3,2019,1541,"Falk, Luke",QB,nyj,a,nwe,2.92,4600,Luke,Falk,L.Falk,NYJ,NE
3,2019,1530,"Hill, Taysom",QB,nor,a,sea,2,4400,Taysom,Hill,T.Hill,NO,SEA
3,2019,1242,"Fitzpatrick, Ryan",QB,mia,a,dal,1.16,4500,Ryan,Fitzpatrick,R.Fitzpatrick,MIA,DAL
3,2019,1400,"Taylor, Tyrod",QB,lac,h,hou,0,4000,Tyrod,Taylor,T.Taylor,LAC,HOU
3,2019,1484,"Mannion, Sean",QB,min,h,oak,-0.2,4000,Sean,Mannion,S.Mannion,MIN,OAK
3,2019,1542,"Stidham, Jarrett",QB,nwe,h,nyj,-0.44,4300,Jarrett,Stidham,J.Stidham,NE,NYJ
3,2019,2793,"Ingram, Mark",RB,bal,a,kan,38.5,5700,Mark,Ingram,M.Ingram,BAL,KC
3,2019,5562,"Kamara, Alvin",RB,nor,a,sea,37.1,8000,Alvin,Kamara,A.Kamara,NO,SEA
3,2019,5536,"McCaffrey, Christian",RB,car,a,ari,30.8,8700,Christian,McCaffrey,C.McCaffrey,CAR,ARI
3,2019,5630,"Lindsay, Phillip",RB,den,a,gnb,29,4300,Phillip,Lindsay,P.Lindsay,DEN,GB
3,2019,5559,"Cook, Dalvin",RB,min,h,oak,27.3,7800,Dalvin,Cook,D.Cook,MIN,OAK
3,2019,5718,"Pollard, Tony",RB,dal,h,mia,24.8,3800,Tony,Pollard,T.Pollard,DAL,MIA
3,2019,2707,"McCoy, LeSean",RB,kan,h,bal,23,5000,LeSean,McCoy,L.McCoy,KC,BAL
3,2019,5444,"Elliott, Ezekiel",RB,dal,h,mia,18.9,8900,Ezekiel,Elliott,E.Elliott,DAL,MIA
3,2019,2890,"Burkhead, Rex",RB,nwe,h,nyj,18.9,3900,Rex,Burkhead,R.Burkhead,NE,NYJ
3,2019,5395,"Johnson, David",RB,ari,h,car,18.5,6800,David,Johnson,D.Johnson,ARI,CAR
3,2019,5535,"Mixon, Joe",RB,cin,a,buf,17.5,5500,Joe,Mixon,J.Mixon,CIN,BUF
3,2019,5622,"Chubb, Nick",RB,cle,h,lar,17.1,6500,Nick,Chubb,N.Chubb,CLE,LA
3,2019,2467,"Gore, Frank",RB,buf,h,cin,16.9,4400,Frank,Gore,F.Gore,BUF,CIN
3,2019,5548,"Mack, Marlon",RB,ind,h,atl,16.8,5800,Marlon,Mack,M.Mack,IND,ATL
3,2019,5708,"Williams, Darrel",RB,kan,h,bal,15.9,3000,Darrel,Williams,Dar.Williams,KC,BAL
3,2019,5543,"Jones, Aaron",RB,gnb,h,den,15.3,6100,Aaron,Jones,A.Jones,GB,DEN
3,2019,5534,"Fournette, Leonard",RB,jac,h,ten,15.2,6000,Leonard,Fournette,L.Fournette,JAX,TEN
3,2019,5575,"Ekeler, Austin",RB,lac,h,hou,15.1,7200,Austin,Ekeler,A.Ekeler,LAC,HOU
3,2019,2915,"Thompson, Chris",RB,was,h,chi,14.8,4500,Chris,Thompson,C.Thompson,WAS,CHI
3,2019,5703,"Wilson Jr., Jeff",RB,sfo,h,pit,13.8,3000,Jeff,Wilson Jr.,J.Wilson,SF,PIT
3,2019,5714,"Sanders, Miles",RB,phi,h,det,13.6,3900,Miles,Sanders,M.Sanders,PHI,DET
3,2019,5617,"Jones, Ronald",RB,tam,h,nyg,13.1,3900,Ronald,Jones,R.Jones,TB,NYG
3,2019,2930,"Freeman, Devonta",RB,atl,a,ind,12.5,4900,Devonta,Freeman,D.Freeman,ATL,IND
3,2019,5720,"Mattison, Alexander",RB,min,h,oak,11.8,3700,Alexander,Mattison,A.Mattison,MIN,OAK
3,2019,5445,"Henry, Derrick",RB,ten,a,jac,11.6,6200,Derrick,Henry,D.Henry,TEN,JAX
3,2019,5621,"Johnson, Kerryon",RB,det,a,phi,11.3,5600,Kerryon,Johnson,K.Johnson,DET,PHI
3,2019,5620,"Freeman, Royce",RB,den,a,gnb,11.3,4400,Royce,Freeman,R.Freeman,DEN,GB
3,2019,5713,"Montgomery, David",RB,chi,a,was,11.1,5200,David,Montgomery,D.Montgomery,CHI,WAS
3,2019,5567,"Breida, Matt",RB,sfo,h,pit,10.8,5400,Matt,Breida,M.Breida,SF,PIT
3,2019,5541,"Williams, Jamaal",RB,gnb,h,den,10.6,4000,Jamaal,Williams,J.Williams,GB,DEN
3,2019,2888,"Bell, Le'Veon",RB,nyj,a,nwe,10.3,7000,Le'Veon,Bell,L.Bell,NYJ,NE
3,2019,5447,"Howard, Jordan",RB,phi,h,det,9.7,4100,Jordan,Howard,J.Howard,PHI,DET
3,2019,5448,"Prosise, C.J.",RB,sea,h,nor,9.3,3000,C.J.,Prosise,C.Prosise,SEA,NO
3,2019,5446,"Drake, Kenyan",RB,mia,a,dal,9.2,4500,Kenyan,Drake,K.Drake,MIA,DAL
3,2019,5681,"Edwards, Gus",RB,bal,a,kan,8.8,3000,Gus,Edwards,G.Edwards,BAL,KC
3,2019,5537,"Conner, James",RB,pit,a,sfo,8.7,6400,James,Conner,J.Conner,PIT,SF
3,2019,2908,"Juszczyk, Kyle",RB,sfo,h,pit,8.1,3000,Kyle,Juszczyk,K.Juszczyk,SF,PIT
3,2019,2933,"Hyde, Carlos",RB,hou,a,lac,7.9,4500,Carlos,Hyde,C.Hyde,HOU,LAC
3,2019,5614,"Barkley, Saquon",RB,nyg,a,tam,7.7,9100,Saquon,Barkley,S.Barkley,NYG,TB
3,2019,5507,"Barber, Peyton",RB,tam,h,nyg,7.5,4600,Peyton,Barber,P.Barber,TB,NYG
3,2019,5615,"Michel, Sony",RB,nwe,h,nyj,7.1,6000,Sony,Michel,S.Michel,NE,NYJ
3,2019,5682,"Jackson, Justin",RB,lac,h,hou,7,4200,Justin,Jackson,J.Jackson,LAC,HOU
3,2019,5414,"Mostert, Raheem",RB,sfo,h,pit,6.9,4700,Raheem,Mostert,R.Mostert,SF,PIT
3,2019,5623,"Hines, Nyheim",RB,ind,h,atl,5.9,3400,Nyheim,Hines,N.Hines,IND,ATL
3,2019,5490,"Richard, Jalen",RB,oak,a,min,5.9,3000,Jalen,Richard,J.Richard,OAK,MIN
3,2019,2993,"Yeldon, T.J.",RB,buf,h,cin,5.9,3800,T.J.,Yeldon,T.Yeldon,BUF,CIN
3,2019,5697,"Ogunbowale, Dare",RB,tam,h,nyg,5.3,3300,Dare,Ogunbowale,D.Ogunbowale,TB,NYG
3,2019,5565,"Carson, Chris",RB,sea,h,nor,5.1,5900,Chris,Carson,C.Carson,SEA,NO
3,2019,5712,"Jacobs, Josh",RB,oak,a,min,4.4,5300,Josh,Jacobs,J.Jacobs,OAK,MIN
3,2019,2553,"Peterson, Adrian",RB,was,h,chi,4.4,4000,Adrian,Peterson,A.Peterson,WAS,CHI
3,2019,5564,"Cohen, Tarik",RB,chi,a,was,4.4,4400,Tarik,Cohen,T.Cohen,CHI,WAS
3,2019,2997,"Johnson, Duke",RB,hou,a,lac,4.4,4300,Duke,Johnson,D.Johnson,HOU,LAC
3,2019,5586,"McKissic, J.D.",RB,det,a,phi,4.4,3000,J.D.,McKissic,J.McKissic,DET,PHI
3,2019,2992,"Gurley, Todd",RB,lar,a,cle,4.3,6700,Todd,Gurley,T.Gurley,LA,CLE
3,2019,2874,"Bolden, Brandon",RB,nwe,h,nyj,3.9,3000,Brandon,Bolden,B.Bolden,NE,NYJ
3,2019,5628,"Ballage, Kalen",RB,mia,a,dal,3.7,4100,Kalen,Ballage,K.Ballage,MIA,DAL
3,2019,5517,"Vitale, Dan",RB,gnb,h,den,3.7,3000,Dan,Vitale,D.Vitale,GB,DEN
3,2019,5619,"Edmonds, Chase",RB,ari,h,car,3.5,3800,Chase,Edmonds,C.Edmonds,ARI,CAR
3,2019,2889,"Bernard, Giovani",RB,cin,a,buf,3.2,4200,Giovani,Bernard,G.Bernard,CIN,BUF
3,2019,2816,"Lewis, Dion",RB,ten,a,jac,3,3700,Dion,Lewis,D.Lewis,TEN,JAX
3,2019,5662,"Boone, Mike",RB,min,h,oak,2.8,3000,Mike,Boone,M.Boone,MIN,OAK
3,2019,5449,"Washington, DeAndre",RB,oak,a,min,2.2,3000,DeAndre,Washington,D.Washington,OAK,MIN
3,2019,5741,"Bawden, Nick",RB,det,a,phi,2,3000,Nick,Bawden,N.Bawden,DET,PHI
3,2019,5644,"Armah, Alex",RB,car,a,ari,1.6,3000,Alex,Armah,A.Armah,CAR,ARI
3,2019,5742,"Johnson, Ty",RB,det,a,phi,1.5,3000,Ty,Johnson,T.Johnson,DET,PHI
3,2019,2887,"Barner, Kenjon",RB,atl,a,ind,1.4,3000,Kenjon,Barner,K.Barner,ATL,IND
3,2019,5547,"Gallman, Wayne",RB,nyg,a,tam,1.3,3500,Wayne,Gallman,W.Gallman,NYG,TB
3,2019,5581,"Ham, C.J.",RB,min,h,oak,1,3000,C.J.,Ham,C.Ham,MIN,OAK
3,2019,5744,"Thompson, Darwin",RB,kan,h,bal,0.8,3000,Darwin,Thompson,D.Thompson,KC,BAL
3,2019,5441,"Brown, Malcolm",RB,lar,a,cle,0.7,4500,Malcolm,Brown,M.Brown,LA,CLE
3,2019,5740,"Snell, Benny",RB,pit,a,sfo,0.6,3500,Benny,Snell,B.Snell,PIT,SF
3,2019,5735,"Bonnafon, Reggie",RB,car,a,ari,0.5,3000,Reggie,Bonnafon,R.Bonnafon,CAR,ARI
3,2019,2484,"Sproles, Darren",RB,phi,h,det,0.4,3600,Darren,Sproles,D.Sproles,PHI,DET
3,2019,5320,"Davis, Mike",RB,chi,a,was,0.2,3200,Mike,Davis,M.Davis,CHI,WAS
3,2019,2899,"Murray, Latavius",RB,nor,a,sea,0.2,4100,Latavius,Murray,L.Murray,NO,SEA
3,2019,5719,"Hill, Justice",RB,bal,a,kan,0.1,3300,Justice,Hill,J.Hill,BAL,KC
3,2019,5392,"Montgomery, Ty",RB,nyj,a,nwe,0.1,4400,Ty,Montgomery,T.Montgomery,NYJ,NE
3,2019,5688,"Samuels, Jaylen",RB,pit,a,sfo,0,5300,Jaylen,Samuels,J.Samuels,PIT,SF
3,2019,5483,"Washington, Dwayne",RB,nor,a,sea,0,3000,Dwayne,Washington,D.Washington,NO,SEA
3,2019,5510,"Pope, Troymaine",RB,lac,h,hou,0,3000,Troymaine,Pope,T.Pope,LAC,HOU
3,2019,5715,"Harris, Damien",RB,nwe,h,nyj,0,3400,Damien,Harris,D.Harris,NE,NYJ
3,2019,5663,"Bellore, Nick",RB,sea,h,nor,0,3000,Nick,Bellore,N.Bellore,SEA,NO
3,2019,2819,"Powell, Bilal",RB,nyj,a,nwe,0,3000,Bilal,Powell,B.Powell,NYJ,NE
3,2019,5473,"Smallwood, Wendell",RB,was,h,chi,0,3100,Wendell,Smallwood,W.Smallwood,WAS,CHI
3,2019,2912,"Line, Zach",RB,nor,a,sea,0,3000,Zach,Line,Z.Line,NO,SEA
3,2019,5658,"Smith, Ito",RB,atl,a,ind,0,3700,Ito,Smith,I.Smith,ATL,IND
3,2019,5762,"Gillaspia, Cullen",RB,hou,a,lac,0,3000,Cullen,Gillaspia,C.Gillaspia,HOU,LAC
3,2019,5495,"Foster, D.J.",RB,ari,h,car,0,3000,D.J.,Foster,D.Foster,ARI,CAR
3,2019,5737,"Cox, Chandler",RB,mia,a,dal,0,3000,Chandler,Cox,C.Cox,MIA,DAL
3,2019,5588,"Penny, Elijhaa",RB,nyg,a,tam,0,3000,Elijhaa,Penny,E.Penny,NYG,TB
3,2019,2995,"Abdullah, Ameer",RB,min,h,oak,0,3000,Ameer,Abdullah,A.Abdullah,MIN,OAK
3,2019,2822,"Sherman, Anthony",RB,kan,h,bal,0,3000,Anthony,Sherman,A.Sherman,KC,BAL
3,2019,5746,"Johnson, D'Ernest",RB,cle,h,lar,0,3000,D'Ernest,Johnson,D.Johnson,CLE,LA
3,2019,5763,"Howell, Buddy",RB,hou,a,lac,0,3000,Buddy,Howell,B.Howell,HOU,LAC
3,2019,5468,"Booker, Devontae",RB,den,a,gnb,0,3200,Devontae,Booker,D.Booker,DEN,GB
3,2019,5738,"Homer, Travis",RB,sea,h,nor,0,3000,Travis,Homer,T.Homer,SEA,NO
3,2019,5492,"Smith, Keith",RB,atl,a,ind,0,3000,Keith,Smith,K.Smith,ATL,IND
3,2019,5470,"Ervin, Tyler",RB,jac,h,ten,0,3000,Tyler,Ervin,T.Ervin,JAX,TEN
3,2019,5683,"Hilliard, Dontrell",RB,cle,h,lar,0,3300,Dontrell,Hilliard,D.Hilliard,CLE,LA
3,2019,5745,"Armstead, Ryquell",RB,jac,h,ten,0,3200,Ryquell,Armstead,R.Armstead,JAX,TEN
3,2019,2805,"DiMarco, Patrick",RB,buf,h,cin,0,3000,Patrick,DiMarco,P.DiMarco,BUF,CIN
3,2019,5538,"Perine, Samaje",RB,cin,a,buf,0,3500,Samaje,Perine,S.Perine,CIN,BUF
3,2019,5743,"Ricard, Patrick",RB,bal,a,kan,0,3000,Patrick,Ricard,P.Ricard,BAL,KC
3,2019,5764,"Ingold, Alec",RB,oak,a,min,0,3000,Alec,Ingold,A.Ingold,OAK,MIN
3,2019,5626,"Logan, T.J.",RB,tam,h,nyg,0,3000,T.J.,Logan,T.Logan,TB,NYG
3,2019,2913,"Olawale, Jamize",RB,dal,h,mia,0,3000,Jamize,Olawale,J.Olawale,DAL,MIA
3,2019,5657,"Cannon, Trenton",RB,nyj,a,nwe,0,3000,Trenton,Cannon,T.Cannon,NYJ,NE
3,2019,5504,"Watt, Derek",RB,lac,h,hou,-0.1,3000,Derek,Watt,D.Watt,LAC,HOU
3,2019,5625,"Wilkins, Jordan",RB,ind,h,atl,-0.2,3500,Jordan,Wilkins,J.Wilkins,IND,ATL
3,2019,5253,"Evans, Mike",WR,tam,h,nyg,48,6600,Mike,Evans,M.Evans,TB,NYG
3,2019,5198,"Allen, Keenan",WR,lac,h,hou,46.6,7000,Keenan,Allen,K.Allen,LAC,HOU
3,2019,5552,"Kupp, Cooper",WR,lar,a,cle,36.2,6400,Cooper,Kupp,C.Kupp,LA,CLE
3,2019,5386,"Lockett, Tyler",WR,sea,h,nor,35.4,6200,Tyler,Lockett,T.Lockett,SEA,NO
3,2019,5361,"Gabriel, Taylor",WR,chi,a,was,32.2,3600,Taylor,Gabriel,T.Gabriel,CHI,WAS
3,2019,5456,"Shepard, Sterling",WR,nyg,a,tam,30.1,4900,Sterling,Shepard,S.Shepard,NYG,TB
3,2019,5089,"Jones, Julio",WR,atl,a,ind,29.8,7300,Julio,Jones,J.Jones,ATL,IND
3,2019,5376,"Cooper, Amari",WR,dal,h,mia,26.8,7500,Amari,Cooper,A.Cooper,DAL,MIA
3,2019,5168,"Jones, Marvin",WR,det,a,phi,25.1,5000,Marvin,Jones,M.Jones,DET,PHI
3,2019,5378,"Agholor, Nelson",WR,phi,h,det,24,3600,Nelson,Agholor,N.Agholor,PHI,DET
3,2019,5255,"Cooks, Brandin",WR,lar,a,cle,23,6300,Brandin,Cooks,B.Cooks,LA,CLE
3,2019,5260,"Richardson, Paul",WR,was,h,chi,22.3,4100,Paul,Richardson,P.Richardson,WAS,CHI
3,2019,5656,"Valdes-Scantling, Marquez",WR,gnb,h,den,21.9,4300,Marquez,Valdes-Scantling,M.Valdes-Scantling,GB,DEN
3,2019,5333,"Thielen, Adam",WR,min,h,oak,20.6,6700,Adam,Thielen,A.Thielen,MIN,OAK
3,2019,5151,"Hilton, T.Y.",WR,ind,h,atl,20.5,6400,T.Y.,Hilton,T.Hilton,IND,ATL
3,2019,3826,"Edelman, Julian",WR,nwe,h,nyj,19.2,6300,Julian,Edelman,J.Edelman,NE,NYJ
3,2019,5757,"McLaurin, Terry",WR,was,h,chi,19,4500,Terry,McLaurin,T.McLaurin,WAS,CHI
3,2019,5384,"Dorsett, Phillip",WR,nwe,h,nyj,18.5,3400,Phillip,Dorsett,P.Dorsett,NE,NYJ
3,2019,5727,"Hardman, Mecole",WR,kan,h,bal,18.4,5000,Mecole,Hardman,M.Hardman,KC,BAL
3,2019,5659,"Chark, D.J.",WR,jac,h,ten,17.6,4700,D.J.,Chark,D.Chark,JAX,TEN
3,2019,5553,"Smith-Schuster, JuJu",WR,pit,a,sfo,17.1,6900,JuJu,Smith-Schuster,J.Smith-Schuster,PIT,SF
3,2019,5459,"Thomas, Michael",WR,nor,a,sea,16.4,7400,Michael,Thomas,M.Thomas,NO,SEA
3,2019,5556,"Samuel, Curtis",WR,car,a,ari,16.3,4800,Curtis,Samuel,C.Samuel,CAR,ARI
3,2019,5636,"Kirk, Christian",WR,ari,h,car,15.9,5000,Christian,Kirk,C.Kirk,ARI,CAR
3,2019,5412,"Humphries, Adam",WR,ten,a,jac,15.3,3800,Adam,Humphries,A.Humphries,TEN,JAX
3,2019,5163,"Beasley, Cole",WR,buf,h,cin,14.8,4400,Cole,Beasley,C.Beasley,BUF,CIN
3,2019,5754,"Johnson, Diontae",WR,pit,a,sfo,14.8,3000,Diontae,Johnson,D.Johnson,PIT,SF
3,2019,3501,"Fitzgerald, Larry",WR,ari,h,car,14.6,5100,Larry,Fitzgerald,L.Fitzgerald,ARI,CAR
3,2019,5165,"Gordon, Josh",WR,nwe,h,nyj,14.4,5400,Josh,Gordon,J.Gordon,NE,NYJ
3,2019,5696,"Tate, Auden",WR,cin,a,buf,13.8,3000,Auden,Tate,A.Tate,CIN,BUF
3,2019,5637,"Sutton, Courtland",WR,den,a,gnb,13.7,4500,Courtland,Sutton,C.Sutton,DEN,GB
3,2019,5159,"Sanu, Mohamed",WR,atl,a,ind,13.7,3900,Mohamed,Sanu,M.Sanu,ATL,IND
3,2019,5409,"Nelson, J.J.",WR,oak,a,min,13.6,3300,J.J.,Nelson,J.Nelson,OAK,MIN
3,2019,5633,"Moore, D.J.",WR,car,a,ari,13.4,5900,D.J.,Moore,D.Moore,CAR,ARI
3,2019,5515,"Robinson, Demarcus",WR,kan,h,bal,13.3,5200,Demarcus,Robinson,D.Robinson,KC,BAL
3,2019,5647,"Pascal, Zach",WR,ind,h,atl,13.3,3000,Zach,Pascal,Z.Pascal,IND,ATL
3,2019,5212,"Stills, Kenny",WR,hou,a,lac,12.9,3900,Kenny,Stills,K.Stills,HOU,LAC
3,2019,5455,"Boyd, Tyler",WR,cin,a,buf,12.7,6500,Tyler,Boyd,T.Boyd,CIN,BUF
3,2019,5206,"Hopkins, DeAndre",WR,hou,a,lac,12.7,7800,DeAndre,Hopkins,D.Hopkins,HOU,LAC
3,2019,5258,"Robinson, Allen",WR,chi,a,was,12,5600,Allen,Robinson,A.Robinson II,CHI,WAS
3,2019,5638,"Pettis, Dante",WR,sfo,h,pit,12,4500,Dante,Pettis,D.Pettis,SF,PIT
3,2019,5432,"Williams, Tyrell",WR,oak,a,min,11.9,5600,Tyrell,Williams,Ty.Williams,OAK,MIN
3,2019,5323,"Beckham Jr., Odell",WR,cle,h,lar,11.6,7700,Odell,Beckham Jr.,O.Beckham,CLE,LA
3,2019,5252,"Watkins, Sammy",WR,kan,h,bal,11.4,6800,Sammy,Watkins,S.Watkins,KC,BAL
3,2019,5767,"Slayton, Darius",WR,nyg,a,tam,11.2,3000,Darius,Slayton,D.Slayton,NYG,TB
3,2019,5755,"Williams, Preston",WR,mia,a,dal,10.8,3700,Preston,Williams,P.Williams,MIA,DAL
3,2019,5578,"Hollins, Mack",WR,phi,h,det,10.2,3200,Mack,Hollins,M.Hollins,PHI,DET
3,2019,5454,"Fuller, Will",WR,hou,a,lac,10.1,4900,Will,Fuller,W.Fuller,HOU,LAC
3,2019,5603,"Westbrook, Dede",WR,jac,h,ten,10,5400,Dede,Westbrook,D.Westbrook,JAX,TEN
3,2019,5263,"Adams, Davante",WR,gnb,h,den,9.6,7600,Davante,Adams,D.Adams,GB,DEN
3,2019,5264,"Brown, John",WR,buf,h,cin,9.5,5500,John,Brown,J.Brown,BUF,CIN
3,2019,5335,"Landry, Jarvis",WR,cle,h,lar,9.2,5300,Jarvis,Landry,J.Landry,CLE,LA
3,2019,5461,"Sharpe, Tajae",WR,ten,a,jac,9,3000,Tajae,Sharpe,T.Sharpe,TEN,JAX
3,2019,5217,"Woods, Robert",WR,lar,a,cle,8.8,6200,Robert,Woods,R.Woods,LA,CLE
3,2019,5725,"Metcalf, D.K.",WR,sea,h,nor,8.7,4700,D.K.,Metcalf,D.Metcalf,SEA,NO
3,2019,5380,"Parker, DeVante",WR,mia,a,dal,8.6,4000,DeVante,Parker,D.Parker,MIA,DAL
3,2019,5652,"Quinn, Trey",WR,was,h,chi,8,3000,Trey,Quinn,T.Quinn,WAS,CHI
3,2019,3851,"Amendola, Danny",WR,det,a,phi,7.7,3800,Danny,Amendola,D.Amendola,DET,PHI
3,2019,5287,"Snead, Willie",WR,bal,a,kan,7.7,4200,Willie,Snead,W.Snead IV,BAL,KC
3,2019,5594,"Williams, Mike",WR,lac,h,hou,7.5,4900,Mike,Williams,M.Williams,LAC,HOU
3,2019,5726,"Samuel, Deebo",WR,sfo,h,pit,7.4,4500,Deebo,Samuel,D.Samuel,SF,PIT
3,2019,5550,"Davis, Corey",WR,ten,a,jac,7.4,4200,Corey,Davis,C.Davis,TEN,JAX
3,2019,5486,"Grant, Jakeem",WR,mia,a,dal,7.1,3500,Jakeem,Grant,J.Grant,MIA,DAL
3,2019,5579,"Godwin, Chris",WR,tam,h,nyg,7,6900,Chris,Godwin,C.Godwin,TB,NYG
3,2019,5730,"Brown, Marquise",WR,bal,a,kan,6.9,5900,Marquise,Brown,M.Brown,BAL,KC
3,2019,5205,"Goodwin, Marquise",WR,sfo,h,pit,6.1,5000,Marquise,Goodwin,M.Goodwin,SF,PIT
3,2019,5229,"Brown, Jaron",WR,sea,h,nor,6,3100,Jaron,Brown,J.Brown,SEA,NO
3,2019,5421,"Smith, Devin",WR,dal,h,mia,5.9,3400,Devin,Smith,D.Smith,DAL,MIA
